ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
223565_at	0.791	0.0065897	-2.94732744	-3.01	-1.1300	MZB1	marginal zone B and B1 cell specific protein
203185_at	0.791	0.0066008	2.9466383	-3.01	0.2910	RASSF2	Ras association domain family member 2
208674_x_at	0.791	0.0066901	-2.9410997	-3.02	-0.5060	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit
223429_x_at	0.791	0.0066997	-2.94050653	-3.02	-0.2400	ISY1	ISY1 splicing factor homolog
240421_x_at	0.791	0.0067067	2.94007796	-3.02	0.5260	SAV1	salvador family WW domain containing protein 1
204026_s_at	0.791	0.0067089	-2.93994323	-3.02	-1.3900	ZWINT	ZW10 interacting kinetochore protein
221651_x_at	0.791	0.0067552	-2.93710519	-3.02	-0.2450	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
1560480_at	0.791	0.0067595	-2.93684308	-3.02	-0.1490		
219081_at	0.791	0.006839	-2.93202045	-3.03	-0.4490	ANKHD1-EIF4EBP3///ANKHD1	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
1565554_at	0.791	0.0068675	2.93029906	-3.03	0.2130	LINC00628	long intergenic non-protein coding RNA 628
212021_s_at	0.791	0.0068983	-2.9284555	-3.03	-1.1100	MKI67	marker of proliferation Ki-67
214022_s_at	0.791	0.0069119	-2.92764158	-3.03	-1.1400	IFITM1	interferon induced transmembrane protein 1
214331_at	0.791	0.0069184	2.92725156	-3.03	0.2280	TSFM	Ts translation elongation factor, mitochondrial
216483_s_at	0.791	0.0069625	-2.92462629	-3.04	-0.8950	MYDGF	myeloid derived growth factor
211643_x_at	0.791	0.0069882	-2.92310366	-3.04	-0.7870	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
226445_s_at	0.791	0.0070048	2.92212767	-3.04	0.1770	TRIM41	tripartite motif containing 41
228809_at	0.791	0.0070406	-2.92001974	-3.04	-0.3720	CXorf40B///CXorf40A	chromosome X open reading frame 40B///chromosome X open reading frame 40A
219117_s_at	0.791	0.0070841	-2.91747008	-3.04	-1.0300	FKBP11	FK506 binding protein 11
200952_s_at	0.791	0.007113	2.91578738	-3.05	0.1650	CCND2	cyclin D2
200803_s_at	0.791	0.0071986	-2.91084005	-3.05	-0.8350	TMBIM6	transmembrane BAX inhibitor motif containing 6
230287_at	0.791	0.0072202	2.9096015	-3.05	0.2300	SGSM1	small G protein signaling modulator 1
201004_at	0.791	0.0072374	-2.90861446	-3.05	-0.5990	SSR4	signal sequence receptor subunit 4
203118_at	0.791	0.0072495	2.90792495	-3.05	0.2240	PCSK7	proprotein convertase subtilisin/kexin type 7
213274_s_at	0.791	0.0073111	2.90442296	-3.06	0.5330	CTSB	cathepsin B
242998_at	0.791	0.0073289	-2.90341218	-3.06	-0.1460	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
229031_at	0.791	0.0073973	2.89956428	-3.06	0.2690		
216853_x_at	0.791	0.0074244	-2.89804924	-3.06	-0.7890	IGLJ3	immunoglobulin lambda joining 3
1566602_at	0.791	0.0074326	-2.89759243	-3.06	-0.1790	RPUSD3	RNA pseudouridylate synthase domain containing 3
219165_at	0.791	0.0074467	2.89680715	-3.07	0.4970	PDLIM2	PDZ and LIM domain 2
224846_at	0.791	0.0074905	2.89437464	-3.07	0.2330	SHKBP1	SH3KBP1 binding protein 1
223283_s_at	0.791	0.0075327	2.89204667	-3.07	0.5630	TSHZ1	teashirt zinc finger homeobox 1
201710_at	0.791	0.0075689	-2.89005674	-3.07	-0.9930	MYBL2	MYB proto-oncogene like 2
231956_at	0.791	0.0075883	-2.8889929	-3.07	-0.4640	RNF213	ring finger protein 213
202524_s_at	0.791	0.0076205	2.88723717	-3.08	0.4280	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2
202552_s_at	0.791	0.0076268	2.88689178	-3.08	0.3960	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
221739_at	0.791	0.0076805	-2.88398221	-3.08	-0.9470	MYDGF	myeloid derived growth factor
216829_at	0.791	0.0076846	-2.88375825	-3.08	-0.5110	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
216033_s_at	0.791	0.0077166	2.88203466	-3.08	0.5840	FYN	FYN proto-oncogene, Src family tyrosine kinase
216699_s_at	0.791	0.0077273	2.88145985	-3.08	0.4020	KLK1	kallikrein 1
204004_at	0.791	0.0077273	2.88145651	-3.08	0.3950	PAWR	pro-apoptotic WT1 regulator
211868_x_at	0.791	0.0077558	-2.879929	-3.08	-0.5410	IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHD///IGHA2///IGHA1///IGH	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
216430_x_at	0.791	0.0078494	-2.87494303	-3.09	-0.6430	IGLV1-44	immunoglobulin lambda variable 1-44
202968_s_at	0.791	0.0078723	2.87373451	-3.09	0.4060	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2
209739_s_at	0.791	0.0079177	-2.87134311	-3.09	-0.3720	PNPLA4	patatin like phospholipase domain containing 4
236606_at	0.791	0.0079391	2.87021783	-3.09	0.4260		
204251_s_at	0.791	0.0079545	2.86941256	-3.1	0.2610	CEP164	centrosomal protein 164
206118_at	0.791	0.0080108	-2.86647901	-3.1	-0.5520	STAT4	signal transducer and activator of transcription 4
1556834_at	0.791	0.0080186	-2.86607488	-3.1	-0.1330	DSG2-AS1	DSG2 antisense RNA 1
213502_x_at	0.791	0.0080351	-2.86521602	-3.1	-0.4690	GUSBP11	glucuronidase, beta pseudogene 11
217145_at	0.791	0.0080382	-2.86505839	-3.1	-0.4390	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
203682_s_at	0.791	0.0080608	-2.86388668	-3.1	-0.2530	IVD	isovaleryl-CoA dehydrogenase
210070_s_at	0.791	0.0080626	-2.86379555	-3.1	-0.5350	CHKB-CPT1B///CPT1B	CHKB-CPT1B readthrough (NMD candidate)///carnitine palmitoyltransferase 1B
227616_at	0.791	0.0080976	2.86199109	-3.1	0.2860	BCL9L	B-cell CLL/lymphoma 9-like
219886_at	0.791	0.0081203	-2.86082725	-3.1	-0.3260	CEP97	centrosomal protein 97
234980_at	0.791	0.0081295	2.86035431	-3.11	0.4480	TMEM56	transmembrane protein 56
225794_s_at	0.791	0.0081613	2.8587288	-3.11	0.4140	SMDT1	single-pass membrane protein with aspartate rich tail 1
201025_at	0.791	0.0082003	-2.85674018	-3.11	-0.4080	EIF5B	eukaryotic translation initiation factor 5B
243050_at	0.791	0.0082347	2.85500041	-3.11	0.1440		
235583_at	0.791	0.008241	-2.8546811	-3.11	-0.3640	ILDR1	immunoglobulin like domain containing receptor 1
216517_at	0.791	0.0082515	-2.85414772	-3.11	-0.6780	IGKC	immunoglobulin kappa constant
204740_at	0.791	0.0082654	-2.85344712	-3.11	-0.6870	CNKSR1	connector enhancer of kinase suppressor of Ras 1
218549_s_at	0.791	0.0082721	-2.85310995	-3.11	-0.4780	RMDN1	regulator of microtubule dynamics 1
206110_at	0.791	0.0083369	-2.84985408	-3.12	-0.1890	HIST1H3F///HIST1H3B///HIST1H3H///HIST1H3J///HIST1H3G///HIST1H3I///HIST1H3E///HIST1H3C///HIST1H3D///HIST1H3A	histone cluster 1, H3f///histone cluster 1, H3b///histone cluster 1, H3h///histone cluster 1, H3j///histone cluster 1, H3g///histone cluster 1, H3i///histone cluster 1, H3e///histone cluster 1, H3c///histone cluster 1, H3d///histone cluster 1, H3a
209954_x_at	0.791	0.0083646	-2.8484736	-3.12	-0.2900	SS18	SS18, nBAF chromatin remodeling complex subunit
1562415_a_at	0.791	0.0083652	-2.84844257	-3.12	-0.1710	SPOCD1	SPOC domain containing 1
207957_s_at	0.791	0.0083781	2.84779774	-3.12	0.3100	PRKCB	protein kinase C beta
229721_x_at	0.791	0.0084177	-2.84583322	-3.12	-1.1700	DERL3	derlin 3
204439_at	0.791	0.0084194	-2.84574952	-3.12	-2.2000	IFI44L	interferon induced protein 44 like
229170_s_at	0.791	0.0084208	2.84567804	-3.12	0.2970	CFAP70	cilia and flagella associated protein 70
217969_at	0.791	0.0084453	2.84446703	-3.12	0.2420	VPS51	VPS51, GARP complex subunit
234366_x_at	0.791	0.0084626	-2.84361343	-3.12	-0.7500	IGLJ3///CKAP2///IGLV@///IGLC1	immunoglobulin lambda joining 3///cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1
244352_at	0.791	0.0084906	2.84223119	-3.12	0.2660	CD84	CD84 molecule
228987_at	0.791	0.0085031	2.84161893	-3.13	0.3980	FAM49B	family with sequence similarity 49 member B
204639_at	0.791	0.0085188	-2.84084889	-3.13	-1.0300	ADA	adenosine deaminase
226186_at	0.791	0.0085194	2.84082086	-3.13	0.4030	TMOD2	tropomodulin 2
224871_at	0.791	0.008534	2.840102	-3.13	0.2550	TPRG1L	tumor protein p63 regulated 1-like
210097_s_at	0.791	0.008565	-2.83859108	-3.13	-0.2230	NOL7	nucleolar protein 7
204912_at	0.791	0.0086062	2.83658331	-3.13	0.4880	IL10RA	interleukin 10 receptor subunit alpha
235799_at	0.791	0.008705	2.83181613	-3.14	0.3230	NSL1	NSL1, MIS12 kinetochore complex component
1559586_at	0.791	0.0087128	-2.83143923	-3.14	-0.1770	LOC728868	uncharacterized LOC728868
228321_s_at	0.791	0.0087171	-2.8312343	-3.14	-0.1400	NAA30	N(alpha)-acetyltransferase 30, NatC catalytic subunit
207960_at	0.791	0.0087571	-2.82932137	-3.14	-0.2040		
221286_s_at	0.791	0.0087954	-2.82749589	-3.14	-0.9390	MZB1	marginal zone B and B1 cell specific protein
227947_at	0.791	0.0088066	2.82695922	-3.14	0.2760	PHACTR2	phosphatase and actin regulator 2
242811_x_at	0.791	0.008844	2.82518939	-3.14	0.1390		
208056_s_at	0.791	0.0088925	2.82290113	-3.15	0.3770	CBFA2T3	CBFA2/RUNX1 translocation partner 3
217179_x_at	0.791	0.0088981	-2.82263721	-3.15	-0.8840	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
219259_at	0.791	0.0089478	-2.82030655	-3.15	-0.9220	SEMA4A	semaphorin 4A
224789_at	0.791	0.0089682	-2.81935275	-3.15	-0.9310	DCAF12	DDB1 and CUL4 associated factor 12
1561333_at	0.791	0.0089876	-2.81844364	-3.15	-0.1270	LOC105370613	uncharacterized LOC105370613
218922_s_at	0.791	0.0090325	2.81635822	-3.15	0.3840	CERS4	ceramide synthase 4
202763_at	0.791	0.0090816	-2.81408912	-3.15	-0.6630	CASP3	caspase 3
200771_at	0.791	0.009129	2.81190709	-3.16	0.5300	LAMC1	laminin subunit gamma 1
210439_at	0.791	0.0091544	2.81074205	-3.16	0.1910	ICOS	inducible T-cell costimulator
244313_at	0.791	0.0091576	2.81059465	-3.16	0.4500	CR1	complement component 3b/4b receptor 1 (Knops blood group)
205928_at	0.791	0.009158	2.81057305	-3.16	0.3770	ZNF443	zinc finger protein 443
224788_at	0.791	0.0091862	2.80928487	-3.16	0.2330	ARF6	ADP ribosylation factor 6
1570252_at	0.791	0.0091981	-2.80874339	-3.16	-0.1770		
222868_s_at	0.791	0.0092165	2.80790313	-3.16	0.3700	IL18BP	interleukin 18 binding protein
231323_at	0.791	0.0092755	-2.80522966	-3.16	-0.2290	PSMB2	proteasome subunit beta 2
213036_x_at	0.791	0.0092783	2.80510017	-3.16	0.2210	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
201387_s_at	0.791	0.0093022	-2.80402418	-3.17	-0.5940	UCHL1	ubiquitin C-terminal hydrolase L1
213325_at	0.791	0.0093151	2.80344121	-3.17	0.1410	NECTIN3	nectin cell adhesion molecule 3
220588_at	0.791	0.0093354	2.80252737	-3.17	0.3970	BCAS4	breast carcinoma amplified sequence 4
230613_at	0.791	0.0093627	2.80129994	-3.17	0.2430	GMEB1	glucocorticoid modulatory element binding protein 1
1561642_at	0.791	0.0093821	-2.80043404	-3.17	-0.1380		
228442_at	0.791	0.0093822	2.80042615	-3.17	0.2780	NFATC2	nuclear factor of activated T-cells 2
1552544_at	0.791	0.0094141	-2.79900264	-3.17	-0.1720	SERPINA12	serpin family A member 12
232579_at	0.791	0.0094218	2.79866085	-3.17	0.3200	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head)
204489_s_at	0.791	0.0094281	2.79837857	-3.17	0.2920	CD44	CD44 molecule (Indian blood group)
224735_at	0.791	0.0094665	2.79667306	-3.17	0.3110	CYB561A3	cytochrome b561 family member A3
210790_s_at	0.791	0.0094862	-2.79579831	-3.17	-0.3040	SAR1A	secretion associated Ras related GTPase 1A
223514_at	0.791	0.0094924	2.79552247	-3.17	0.2610	CARD11	caspase recruitment domain family member 11
235457_at	0.791	0.0095027	2.79506944	-3.18	0.5860	MAML2	mastermind like transcriptional coactivator 2
202743_at	0.791	0.009507	-2.79487817	-3.18	-0.2050	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
200098_s_at	0.791	0.0095226	-2.79418891	-3.18	-0.2200	ANAPC5	anaphase promoting complex subunit 5
225639_at	0.791	0.0095242	2.79411855	-3.18	0.3640	SKAP2	src kinase associated phosphoprotein 2
242989_at	0.791	0.0096099	2.79035267	-3.18	0.4790	STRN	striatin
1555274_a_at	0.791	0.009612	-2.79026325	-3.18	-0.5990	EPT1	ethanolaminephosphotransferase 1
218642_s_at	0.791	0.0096703	2.78771671	-3.18	0.2350	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
218692_at	0.791	0.0096907	2.78683044	-3.18	0.6830	SYBU	syntabulin
212345_s_at	0.791	0.009704	-2.78625289	-3.18	-0.4300	CREB3L2	cAMP responsive element binding protein 3 like 2
221059_s_at	0.791	0.0097144	2.78580498	-3.19	0.3030	COTL1	coactosin like F-actin binding protein 1
202933_s_at	0.791	0.0097177	-2.78565994	-3.19	-0.1880	YES1	YES proto-oncogene 1, Src family tyrosine kinase
222411_s_at	0.791	0.0097609	-2.78379633	-3.19	-0.9410	SSR3	signal sequence receptor subunit 3
227408_s_at	0.791	0.009791	2.78249727	-3.19	0.2540	SNX25	sorting nexin 25
224329_s_at	0.791	0.009807	2.78181067	-3.19	0.2940	CNFN	cornifelin
209425_at	0.791	0.0098082	2.78176142	-3.19	0.2950	C1QTNF3-AMACR///AMACR	C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase
201057_s_at	0.791	0.0098771	-2.77881315	-3.19	-0.4060	GOLGB1	golgin B1
231300_at	0.791	0.0098848	-2.77848389	-3.19	-0.3490	CCDC189	coiled-coil domain containing 189
200756_x_at	0.791	0.0098853	-2.77846542	-3.19	-0.5720	CALU	calumenin
233837_at	0.791	0.0098927	-2.77814969	-3.19	-0.1950	GGT1	gamma-glutamyltransferase 1
218927_s_at	0.791	0.0098988	-2.77788952	-3.19	-0.8140	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12
202459_s_at	0.791	0.0099331	2.77643051	-3.2	0.3130	LPIN2	lipin 2
219920_s_at	0.791	0.0099385	-2.7762052	-3.2	-0.8540	AMIGO3///GMPPB	adhesion molecule with Ig like domain 3///GDP-mannose pyrophosphorylase B
219486_at	0.791	0.009953	2.77558808	-3.2	0.2490	DUS2	dihydrouridine synthase 2
201286_at	0.791	0.0099733	-2.77473184	-3.2	-0.5970	SDC1	syndecan 1
201399_s_at	0.791	0.0099988	-2.77365389	-3.2	-0.6820	TRAM1	translocation associated membrane protein 1
217281_x_at	0.791	0.010002	-2.77351771	-3.2	-0.6120	LOC102725526///IGHV4-31///IGHM///IGHG3///IGHG2///IGHG1///IGHA2///IGHA1///IGH	uncharacterized LOC102725526///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
242710_at	0.791	0.0100365	-2.77206892	-3.2	-0.3750		
204318_s_at	0.791	0.0100382	-2.77199648	-3.2	-0.3420	GTSE1	G2 and S-phase expressed 1
203904_x_at	0.791	0.0100763	2.77040165	-3.2	0.2140	CD82	CD82 molecule
234390_x_at	0.791	0.0100862	-2.76998612	-3.2	-0.2050		
208991_at	0.791	0.0100933	2.76969065	-3.2	0.1970	STAT3	signal transducer and activator of transcription 3
214485_at	0.791	0.0101322	-2.76806635	-3.2	-0.1820	ODF1	outer dense fiber of sperm tails 1
244605_at	0.791	0.0103163	2.76046923	-3.21	0.5150		
1554239_s_at	0.791	0.0103687	2.75833149	-3.21	0.3070	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
217258_x_at	0.791	0.0103712	-2.75822898	-3.21	-0.9170	IGLV1-44	immunoglobulin lambda variable 1-44
209797_at	0.791	0.0103758	-2.75804234	-3.21	-0.3560	CNPY2	canopy FGF signaling regulator 2
218618_s_at	0.791	0.0103845	-2.75768509	-3.22	-1.4000	LOC101928615///FNDC3B	uncharacterized LOC101928615///fibronectin type III domain containing 3B
216491_x_at	0.791	0.0104423	-2.75534125	-3.22	-0.8530	IGHM	immunoglobulin heavy constant mu
237290_at	0.791	0.0104431	-2.75530926	-3.22	-0.1310		
234851_at	0.791	0.0104494	-2.75505648	-3.22	-0.3630	IGLC1	immunoglobulin lambda constant 1
202336_s_at	0.791	0.0104506	-2.75500462	-3.22	-0.6510	PAM	peptidylglycine alpha-amidating monooxygenase
209079_x_at	0.791	0.0104539	-2.75487183	-3.22	-0.2820	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
204949_at	0.791	0.0104896	2.75343031	-3.22	0.2640	ICAM3	intercellular adhesion molecule 3
226872_at	0.791	0.0104967	-2.75314759	-3.22	-0.1740	RFX2	regulatory factor X2
211639_x_at	0.791	0.0105283	-2.75187587	-3.22	-0.4440	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH	immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
235228_at	0.791	0.0105448	2.75121205	-3.22	0.5330	CCDC85A	coiled-coil domain containing 85A
224562_at	0.791	0.0105548	2.75081252	-3.22	0.3150	WASF2	WAS protein family member 2
208711_s_at	0.791	0.0106084	2.74867265	-3.22	0.1970	CCND1	cyclin D1
211936_at	0.791	0.0106485	-2.74707333	-3.23	-0.7380	HSPA5	heat shock protein family A (Hsp70) member 5
202390_s_at	0.791	0.0106788	2.74587407	-3.23	0.2490	HTT	huntingtin
222115_x_at	0.791	0.0106834	2.74569258	-3.23	0.1470	GLYR1	glyoxylate reductase 1 homolog
1565597_at	0.791	0.0106923	-2.74533826	-3.23	-0.2430		
39248_at	0.791	0.0107051	-2.74483086	-3.23	-1.2400	AQP3	aquaporin 3 (Gill blood group)
215379_x_at	0.791	0.0107218	-2.74417311	-3.23	-0.3460	IGLV1-44	immunoglobulin lambda variable 1-44
213407_at	0.791	0.0107479	2.74314439	-3.23	0.3110	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2
234072_at	0.791	0.0107593	-2.74269629	-3.23	-0.3930	SEMA4A	semaphorin 4A
214669_x_at	0.791	0.0107594	-2.74269322	-3.23	-0.2970	IGKC	immunoglobulin kappa constant
237065_s_at	0.791	0.0108002	-2.74108851	-3.23	-0.2210	LAMTOR5-AS1	LAMTOR5 antisense RNA 1
226713_at	0.791	0.0108094	2.74073038	-3.23	0.3910	CCDC50	coiled-coil domain containing 50
214512_s_at	0.791	0.0108307	-2.73989554	-3.23	-0.6920	SUB1	SUB1 homolog, transcriptional regulator
233186_s_at	0.791	0.0108442	2.73936946	-3.23	0.2420	BANP	BTG3 associated nuclear protein
203065_s_at	0.791	0.0108458	-2.73930703	-3.23	-1.2200	CAV1	caveolin 1
212974_at	0.791	0.0108947	-2.73739911	-3.24	-0.2830	DENND3	DENN domain containing 3
211998_at	0.791	0.0109447	2.73546056	-3.24	0.4100	MIR4738///H3F3B///H3F3A	microRNA 4738///H3 histone, family 3B///H3 histone, family 3A
202433_at	0.791	0.0109511	-2.73521096	-3.24	-0.7690	SLC35B1	solute carrier family 35 member B1
243894_at	0.791	0.0109626	-2.73476866	-3.24	-0.2100	SLC41A2	solute carrier family 41 member 2
201287_s_at	0.791	0.0109889	-2.73375101	-3.24	-0.5330	SDC1	syndecan 1
215044_s_at	0.791	0.011	-2.73332592	-3.24	-0.2880	STAM2	signal transducing adaptor molecule 2
226025_at	0.791	0.0110286	-2.73222422	-3.24	-0.5230	ANKRD28	ankyrin repeat domain 28
225071_at	0.791	0.0110302	-2.73216385	-3.24	-0.4640	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit
1565027_at	0.791	0.0110454	-2.73157691	-3.24	-0.1720	OFCC1	orofacial cleft 1 candidate 1
237592_at	0.791	0.0110967	-2.72961496	-3.24	-0.2720	ZC2HC1B	zinc finger C2HC-type containing 1B
203675_at	0.791	0.0111096	-2.72911953	-3.25	-1.2900	NUCB2	nucleobindin 2
222876_s_at	0.791	0.0111383	2.72802816	-3.25	0.3130	ADAP2	ArfGAP with dual PH domains 2
212813_at	0.791	0.0112073	2.72540605	-3.25	0.5510	JAM3	junctional adhesion molecule 3
1569815_x_at	0.791	0.01122	2.72492659	-3.25	0.2090	STRN	striatin
229660_at	0.791	0.011253	2.723679	-3.25	0.2020	SPATA33	spermatogenesis associated 33
201239_s_at	0.791	0.0112779	-2.72274201	-3.25	-0.4510	SPCS2	signal peptidase complex subunit 2
1555324_at	0.791	0.0113161	2.72130694	-3.25	0.1290	PTK7	protein tyrosine kinase 7 (inactive)
240189_at	0.791	0.011326	-2.72093318	-3.25	-0.3420	ACOXL	acyl-CoA oxidase-like
223592_s_at	0.791	0.0113593	2.71968825	-3.26	0.1940	RNF135	ring finger protein 135
222101_s_at	0.791	0.0113689	2.71932968	-3.26	0.1680	DCHS1	dachsous cadherin-related 1
230589_at	0.791	0.0113785	2.71896974	-3.26	0.3650	TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1
205812_s_at	0.791	0.0113797	-2.71892639	-3.26	-0.3980	TMED9	transmembrane p24 trafficking protein 9
203663_s_at	0.791	0.0114018	-2.71810354	-3.26	-0.4680	COX5A	cytochrome c oxidase subunit 5A
207268_x_at	0.791	0.0114023	-2.71808259	-3.26	-0.2250	ABI2	abl-interactor 2
228042_at	0.791	0.0114103	2.71778612	-3.26	0.2710	ADPRH	ADP-ribosylarginine hydrolase
200895_s_at	0.791	0.0114151	2.71760751	-3.26	0.2480	FKBP4	FK506 binding protein 4
202338_at	0.791	0.0114213	-2.7173744	-3.26	-0.6510	TK1	thymidine kinase 1
